municipality;municipality_norm;province;province_norm;province_code;region;branch;branch_candidates;confidence;caps
Porporano;PORPORANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43100
Prelerna;PRELERNA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43040
Provazzano;PROVAZZANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43024
Ragazzola;RAGAZZOLA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43010
Ramiola;RAMIOLA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43014
Ranzano;RANZANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43025
Ravarano;RAVARANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43030
Reno;RENO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43028
Riana;RIANA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43010
Riana Di Monchio;RIANA DI MONCHIO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43010
Riano;RIANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43013
Ricco';RICCO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43045
Rigoso;RIGOSO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43010
Roccabianca;ROCCABIANCA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43010
Ronco Campo Canneto;RONCO CAMPO CANNETO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43018
Roncole Verdi;RONCOLE VERDI;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43011
Ruzzano;RUZZANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43025
Sala Baganza;SALA BAGANZA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43038
Salsomaggiore Terme;SALSOMAGGIORE TERME;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43039
San Lazzaro Parmense;SAN LAZZARO PARMENSE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43100
San Leonardo;SAN LEONARDO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43100
San Martino Di Valmozzola;SAN MARTINO DI VALMOZZOLA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43050
San Martino Sinzano;SAN MARTINO SINZANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43044
San Michele Cavana;SAN MICHELE CAVANA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43037
San Michele Di Tiorre;SAN MICHELE DI TIORRE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43035
San Pancrazio Parmense;SAN PANCRAZIO PARMENSE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43100
San Polo;SAN POLO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43056
San Prospero Parmense;SAN PROSPERO PARMENSE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43100
San Quirico;SAN QUIRICO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43051
San Quirico D'Albareto;SAN QUIRICO D ALBARETO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43051
San Quirico Trecasali;SAN QUIRICO TRECASALI;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43018
San Secondo Parmense;SAN SECONDO PARMENSE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43017
San Vitale;SAN VITALE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43038
San Vitale Di Baganza;SAN VITALE DI BAGANZA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43038
Sant'Ilario Di Baganza;SANT ILARIO DI BAGANZA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43035
Santa Giustina;SANTA GIUSTINA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43032
Santa Giustina Val Di Lecca;SANTA GIUSTINA VAL DI LECCA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43032
Santa Maria Del Piano;SANTA MARIA DEL PIANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43037
Santa Maria Del Taro;SANTA MARIA DEL TARO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43059
Sasso Di Neviano;SASSO DI NEVIANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43024
Scipione;SCIPIONE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43039
Scurano;SCURANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43024
Selva Del Bocchetto;SELVA DEL BOCCHETTO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43040
Selvanizza;SELVANIZZA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43025
Sissa;SISSA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43018
Sissa Trecasali;SISSA TRECASALI;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43018
Sivizzano;SIVIZZANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43045
Solignano;SOLIGNANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43040
Soragna;SORAGNA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43019
Sorbolo;SORBOLO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43058
Specchio;SPECCHIO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43040
Stazione Valmozzola;STAZIONE VALMOZZOLA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43050
Strela;STRELA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43053
Tabiano;TABIANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43039
Talignano;TALIGNANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43038
Tarsogno;TARSOGNO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43059
Terenzo;TERENZO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43040
Tiedoli;TIEDOLI;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43043
Tizzano Val Parma;TIZZANO VAL PARMA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43028
Tornolo;TORNOLO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43059
Torrechiara;TORRECHIARA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43013
Torrile;TORRILE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43056
Traversetolo;TRAVERSETOLO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43029
Trecasali;TRECASALI;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43018
Vairo;VAIRO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43025
Vairo Superiore;VAIRO SUPERIORE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43025
Valditacca;VALDITACCA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43010
Valmozzola;VALMOZZOLA;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43050
Valmozzola Stazione;VALMOZZOLA STAZIONE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43050
Varano De' Melegari;VARANO DE MELEGARI;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43040
Varsi;VARSI;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43049
Vestola Ghiare;VESTOLA GHIARE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43021
Vezzano;VEZZANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43024
Vianino;VIANINO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43040
Viarolo;VIAROLO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43018
Viazzano;VIAZZANO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43040
Vicofertile;VICOFERTILE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43100
Vicomero;VICOMERO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43100
Vigatto;VIGATTO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43100
Vignale;VIGNALE;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43029
Zibello;ZIBELLO;Parma;PARMA;PR;Emilia-Romagna;Parma;Parma;alta;43016
Agazzano;AGAZZANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Alseno;ALSENO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Ancarano Di Sopra;ANCARANO DI SOPRA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29029
Bacedasco Sotto;BACEDASCO SOTTO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Baia Del Re;BAIA DEL RE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Baselicaduce;BASELICADUCE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29017
Besenzone;BESENZONE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Bettola;BETTOLA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29021
Biana;BIANA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29028
Bobbio;BOBBIO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29022
Borgo Trebbia;BORGO TREBBIA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Borgonovo Val Tidone;BORGONOVO VAL TIDONE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29011
Bramaiano;BRAMAIANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29021
Brugneto;BRUGNETO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29024
Cadeo;CADEO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Calendasco;CALENDASCO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Caminata;CAMINATA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Campremoldo Sopra;CAMPREMOLDO SOPRA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Campremoldo Sopra E Sotto;CAMPREMOLDO SOPRA E SOTTO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Campremoldo Sotto;CAMPREMOLDO SOTTO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Caorso;CAORSO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29012
Carmiano;CARMIANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Carpaneto Piacentino;CARPANETO PIACENTINO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29013
Casaliggio;CASALIGGIO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Cassolo;CASSOLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29022
Castel San Giovanni;CASTEL SAN GIOVANNI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29015
Castell'Arquato;CASTELL ARQUATO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29014
Castelnovo Val Tidone;CASTELNOVO VAL TIDONE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29011
Castelnuovo;CASTELNUOVO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29011
Castelnuovo Fogliani;CASTELNUOVO FOGLIANI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Castelvetro Piacentino;CASTELVETRO PIACENTINO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Ceci;CECI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29022
Centenaro;CENTENARO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29024
Centenaro Castello;CENTENARO CASTELLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29024
Cerignale;CERIGNALE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Chiaravalle;CHIARAVALLE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Chiavenna Rocchetta;CHIAVENNA ROCCHETTA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29018
Coli;COLI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Corte Brugnatella;CORTE BRUGNATELLA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Cortemaggiore;CORTEMAGGIORE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29016
Creta;CRETA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29015
Farini;FARINI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29023
Ferriere;FERRIERE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29024
Fiorenzuola D'Arda;FIORENZUOLA D ARDA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29017
Fogarole;FOGAROLE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Fontana Fredda;FONTANA FREDDA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Fontana Pradosa;FONTANA PRADOSA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29015
Ganaghello;GANAGHELLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29015
Gazzola;GAZZOLA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Gerbido;GERBIDO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Gerbido Di Mortizza;GERBIDO DI MORTIZZA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Godi;GODI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29019
Gossolengo;GOSSOLENGO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Gragnano Trebbiense;GRAGNANO TREBBIENSE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Grazzano Visconti;GRAZZANO VISCONTI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Groppallo;GROPPALLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29023
Gropparello;GROPPARELLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29025
Groppoducale;GROPPODUCALE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29021
Groppovisdomo;GROPPOVISDOMO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29025
Le Moline;LE MOLINE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29023
Lugagnano Val D'Arda;LUGAGNANO VAL D ARDA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29018
Lusurasco;LUSURASCO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Mareto;MARETO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29023
Marsaglia;MARSAGLIA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Mezzano Chitantolo;MEZZANO CHITANTOLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Mezzano Scotti;MEZZANO SCOTTI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29022
Monticelli D'Ongina;MONTICELLI D ONGINA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Morfasso;MORFASSO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Mortizza;MORTIZZA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Mucinasso;MUCINASSO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Nibbiano;NIBBIANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Niviano;NIVIANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29029
Niviano Castello;NIVIANO CASTELLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29029
Olza;OLZA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Orezzoli;OREZZOLI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29026
Ottone;OTTONE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29026
Passo Penice;PASSO PENICE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29022
Pecorara;PECORARA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Pej;PEJ;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Perino;PERINO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Piacenza;PIACENZA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100 | 29121 | 29122
Pianello Val Tidone;PIANELLO VAL TIDONE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Piozzano;PIOZZANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Pittolo;PITTOLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Podenzano;PODENZANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29027
Ponte Dell'Olio;PONTE DELL OLIO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29028
Ponte Organasco;PONTE ORGANASCO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Pontenure;PONTENURE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Quadrelli;QUADRELLI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Quadrelli Di Fellino;QUADRELLI DI FELLINO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Quarto;QUARTO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Raffaelina;RAFFAELINA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Raffaellina;RAFFAELLINA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Rezzanello;REZZANELLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Rezzano;REZZANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29013
Rivergaro;RIVERGARO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29029
Roncaglia;RONCAGLIA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Rottofreno;ROTTOFRENO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Roveleto;ROVELETO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Roveleto Landi;ROVELETO LANDI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29029
Rustigazzo;RUSTIGAZZO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29018
Salsominore;SALSOMINORE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29024
San Bernardino;SAN BERNARDINO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29021
San Bonico;SAN BONICO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
San Damiano;SAN DAMIANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29019
San Giorgio Piacentino;SAN GIORGIO PIACENTINO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29019
San Giovanni;SAN GIOVANNI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29021
San Giuliano;SAN GIULIANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
San Giuliano Piacentino;SAN GIULIANO PIACENTINO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
San Lazzaro Alberoni;SAN LAZZARO ALBERONI;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
San Nazzaro D'Ongina;SAN NAZZARO D ONGINA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
San Nicolo';SAN NICOLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
San Nicolo' A Trebbia;SAN NICOLO A TREBBIA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
San Pietro In Cerro;SAN PIETRO IN CERRO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
San Polo;SAN POLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29027
San Protaso;SAN PROTASO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29017
Sant'Antonio;SANT ANTONIO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Sant'Imento;SANT IMENTO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Santa Maria;SANTA MARIA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29022
Santa Maria Di Bobbio;SANTA MARIA DI BOBBIO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29022
Sariano;SARIANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29025
Sarmato;SARMATO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Settima;SETTIMA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Stra';STRA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Tassara;TASSARA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Torrano;TORRANO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29028
Torrio Casetta;TORRIO CASETTA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29024
Torrio Sopra;TORRIO SOPRA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29024
Torrio Sopra E Sotto E Casetta;TORRIO SOPRA E SOTTO E CASETTA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29024
Travo;TRAVO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Trevozzo;TREVOZZO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Vaccarezza;VACCAREZZA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29022
Valconasso;VALCONASSO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Vernasca;VERNASCA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Verza;VERZA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29100
Vicobarone;VICOBARONE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Vigoleno;VIGOLENO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Vigolo Marchese;VIGOLO MARCHESE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29014
Vigolzone;VIGOLZONE;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Villanova;VILLANOVA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Villanova Sull'Arda;VILLANOVA SULL ARDA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Villo';VILLO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Zerba;ZERBA;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29020
Ziano Piacentino;ZIANO PIACENTINO;Piacenza;PIACENZA;PC;Emilia-Romagna;Parma;Parma;alta;29010
Abbatesse;ABBATESSE;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48012
Alfonsine;ALFONSINE;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48011
Ammonite;AMMONITE;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48100
Ascensione;ASCENSIONE;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48022
Bagnacavallo;BAGNACAVALLO;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48012
Bagnara Di Romagna;BAGNARA DI ROMAGNA;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48031
Barbiano;BARBIANO;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48033
Belricetto;BELRICETTO;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48022
Boncellino;BONCELLINO;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48012
Borgo Rivola;BORGO RIVOLA;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48025
Brisighella;BRISIGHELLA;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48013
Camerlona;CAMERLONA;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48100
Campiano;CAMPIANO;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48100
Cannuzzo;CANNUZZO;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48015
Carraie;CARRAIE;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48100
Casal Borsetti;CASAL BORSETTI;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48010
Case San Martino;CASE SAN MARTINO;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48018
Casola Valsenio;CASOLA VALSENIO;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48032
Castel Bolognese;CASTEL BOLOGNESE;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48014
Castel Raniero;CASTEL RANIERO;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48018
Castiglione;CASTIGLIONE;Ravenna;RAVENNA;RA;Emilia-Romagna;Rimini;Rimini;alta;48015
